year_of_manufacture,manufacturer,model,mileage,body_type,transmission,drivetrain,exterior_colour,interior_colour,passengers,doors,fuel_type,price,city_consumption,highway_consumption,engine_displacement_L,engine_cylinders,engine_type,car_state
2023,Chevrolet,Equinox,7.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,41738.0,9.9,7.9,2.4,4.0,Inline,1
2023,Jeep,Grand,9.0,SUV,Automatic,4X4,white,black,5,4,gasoline,84915.0,12.3,9.2,2.4,6.0,V-Engine,1
2013,Volkswagen,Golf,147767.0,Hatchback,Automatic,FWD,gray,black,5,4,gasoline,14988.0,8.7,6.3,2.4,4.0,Inline,2
2021,BMW,X5,33617.0,SUV,Automatic,4X4,gray,black,7,4,hybrid,75847.0,11.4,9.2,2.4,6.0,Inline,1
2018,Porsche,Cayenne,88603.0,SUV,Automatic,4X4,white,black,5,4,gasoline,50497.0,13.25,9.95,2.4,6.0,V-Engine,1
2023,GMC,Sierra,11.0,Truck,Automatic,4X4,blue,black,5,4,diesel,70113.0,14.8,11.8,5.3,8.0,Inline,1
2014,Mitsubishi,Lancer,171655.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,9990.0,8.100000000000001,5.75,2.4,4.0,Inline,2
2022,Hyundai,Tucson,2231.0,SUV,Automatic,4X4,black,gray,5,4,hybrid,53498.0,6.3,6.6,2.4,4.0,Inline,1
2019,BMW,M4,40872.0,Coupe,Automatic,RWD,green,black,5,2,gasoline,85800.0,14.3,10.4,2.4,6.0,Inline,1
2022,GMC,Sierra,4000.0,Truck,Automatic,4X4,white,black,5,4,diesel,165000.0,10.8,8.7,2.4,4.0,Inline,1
2019,Nissan,Versa,75150.0,Hatchback,CVT,FWD,white,gray,5,4,gasoline,17488.0,8.1,6.4,1.6,4.0,V-Engine,2
2020,BMW,X7,26282.0,SUV,Automatic,4X4,black,black,5,4,gasoline,89800.0,12.0,9.4,2.4,6.0,Inline,1
2023,Ford,F-150,250.0,Truck,Automatic,4X4,blue,black,5,4,hybrid,77814.0,9.8,9.7,3.5,6.0,V-Engine,1
2023,Jeep,Compass,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,52520.0,10.8,8.7,2.0,4.0,Inline,1
2016,Mazda,CX-5,91176.0,SUV,Automatic,4X4,black,black,5,4,gasoline,20495.0,9.8,7.9,2.4,4.0,Inline,1
2010,Chevrolet,Express,250000.0,Van,Automatic,RWD,white,gray,12,3,gasoline,7515.5125,10.8,8.7,2.4,8.0,Inline,3
2023,Mazda,CX-5,100.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,37000.0,9.8,7.9,2.5,4.0,Inline,1
2017,Porsche,Macan,74216.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,41900.0,13.7,10.3,2.4,6.0,V-Engine,1
2023,Jeep,Grand,12.0,SUV,Automatic,4X4,black,black,5,4,gasoline,80063.0,12.3,9.2,3.6,6.0,V-Engine,1
2021,Chrysler,Pacifica,61913.0,Van,Automatic,FWD,red,black,5,4,gasoline,41999.0,12.4,8.4,2.4,6.0,V-Engine,1
2020,Volvo,XC60,47090.0,SUV,Automatic,4X4,gray,black,5,2,gasoline,46880.0,10.8,8.7,2.4,4.0,Inline,1
2019,Volkswagen,Jetta,115918.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,15566.5,7.8,5.9,2.4,4.0,Inline,3
2022,Jeep,Wrangler,21146.0,SUV,Automatic,4X4,black,black,5,4,gasoline,62885.0,11.5,10.05,3.6,4.0,Other,1
2020,Jeep,Cherokee,52797.0,SUV,Automatic,4X4,black,black,5,4,gasoline,34489.0,12.9,9.9,3.2,6.0,V-Engine,2
2019,Volvo,XC90,47000.0,SUV,Automatic,4X4,blue,brown,5,4,gasoline,47950.0,10.8,8.7,2.4,4.0,Inline,1
2021,Honda,Pilot,32028.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,50900.0,12.4,9.3,2.4,4.0,Other,1
2013,Hyundai,Santa,210000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,5471.625,11.7,8.0,3.3,4.0,Other,2
2023,Jeep,Wrangler,12.0,SUV,Automatic,4X4,black,black,5,4,gasoline,73080.0,11.6,11.9,2.0,4.0,V-Engine,1
2020,Mazda,CX-5,39356.0,SUV,Automatic,4X4,white,black,5,4,gasoline,34498.0,9.8,7.9,2.4,4.0,Inline,1
2020,Kia,Sportage,53511.0,SUV,Automatic,4X4,white,black,5,4,gasoline,28999.0,10.8,9.1,2.4,4.0,Inline,1
2021,Honda,Civic,34200.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,31990.0,8.2,6.5,2.0,4.0,Other,1
2014,Honda,CR-V,131145.0,SUV,Automatic,4X4,black,black,5,4,gasoline,18450.0,9.2,6.6,2.4,4.0,Inline,2
2018,Mazda,CX-3,85000.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,21950.0,8.8,7.5,2.4,4.0,Inline,1
2023,Chevrolet,Silverado,10.0,Truck,Automatic,4X4,gray,black,5,4,gasoline,92188.0,16.7,14.0,6.2,8.0,V-Engine,1
2016,MINI,Cooper,115663.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,14994.0,8.2,6.0,1.5,3.0,Inline,1
2017,Hyundai,Santa,71296.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,23578.0,12.0,9.1,2.4,4.0,Inline,1
2011,Mazda,Mazda3,129240.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,4652.5,9.7,6.800000000000001,2.5,4.0,Other,3
2011,Ford,Escape,111587.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,6492.5,11.5,8.7,2.4,4.0,Other,2
2020,GMC,Sierra,66800.0,Truck,Automatic,4X4,black,black,5,4,gasoline,42495.0,10.8,8.7,2.4,4.0,Inline,1
2018,Honda,Accord,84527.0,Sedan,CVT,FWD,red,black,5,4,gasoline,26986.0,8.2,6.8,2.4,4.0,V-Engine,2
2021,Mazda,CX-30,22364.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,33399.0,9.9,7.7,2.5,4.0,Inline,1
2019,Tesla,Model,65700.0,SUV,Automatic,4X4,black,black,6,4,electric,124995.0,0.0,8.7,0.0,0.0,Electric,1
2021,Dodge,Challenger,2000.0,Coupe,Automatic,RWD,other,black,4,2,gasoline,154777.0,10.8,8.7,2.4,8.0,Inline,1
2017,Mercedes-Benz,GLA,103000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,26385.0,10.8,8.7,2.4,4.0,Inline,2
2018,Nissan,Rogue,82100.0,SUV,CVT,FWD,white,black,5,2,gasoline,21099.0,9.2,7.0,2.5,4.0,Inline,1
2021,Ford,Escape,23295.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,36980.0,9.0,7.6,1.5,4.0,Other,1
2013,Mercedes-Benz,GL-Class,128854.0,SUV,Automatic,4X4,white,brown,7,4,diesel,32900.0,12.7,9.2,2.4,6.0,V-Engine,1
2023,Cadillac,CT5,10.0,Sedan,Automatic,RWD,silver,black,5,4,gasoline,64445.0,10.600000000000001,7.449999999999999,2.4,4.0,Inline,1
2014,Hyundai,Elantra,124195.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,14495.0,7.3,5.2,2.4,4.0,Inline,1
2020,Mazda,Mazda6,77500.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,28588.0,9.0,6.7,2.5,4.0,Inline,2
2023,Ford,F-150,15.0,Truck,Automatic,4X4,gray,black,5,4,gasoline,72831.0,12.8,10.0,2.7,6.0,V-Engine,1
2019,Audi,Q5,128091.0,SUV,Automatic,4X4,black,black,5,4,gasoline,16986.5,10.9,8.7,2.4,4.0,Inline,2
2022,Ford,F-150,19.0,Truck,Automatic,4X4,black,black,5,4,gasoline,59588.0,13.5,10.2,2.4,6.0,V-Engine,1
2020,Nissan,Kicks,92940.0,SUV,CVT,FWD,blue,black,5,4,gasoline,16880.0,7.7,6.6,2.4,4.0,Inline,2
2016,Jeep,Grand,152835.0,SUV,Automatic,4X4,black,black,5,4,gasoline,17529.32,12.8,9.5,3.6,4.0,Other,3
2014,Porsche,Cayenne,162684.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,24995.0,13.1,8.850000000000001,3.6,6.0,V-Engine,1
2019,Ford,Explorer,45293.0,SUV,Automatic,4X4,black,black,6,4,gasoline,42900.0,14.149999999999999,10.05,3.5,6.0,V-Engine,1
2017,Hyundai,Santa,85926.0,SUV,Automatic,4X4,black,black,5,4,gasoline,20980.0,12.0,9.1,2.4,4.0,Inline,2
2014,Honda,CR-V,187200.0,SUV,Automatic,4X4,metallic,black,5,4,gasoline,7836.825000000001,9.2,6.6,2.4,4.0,Inline,2
1968,Jaguar,MK2,90.0,Sedan,Manual,RWD,gray,blue,5,4,gasoline,12158.0,10.8,8.7,2.4,6.0,Inline,4
2023,Ford,Bronco,15.0,SUV,Automatic,4X4,white,black,5,4,gasoline,44400.0,9.3,8.4,1.5,4.0,Other,1
2011,Ford,Escape,240000.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,500.0,10.8,8.7,2.4,4.0,Inline,3
2023,Jeep,Grand,90.0,SUV,Automatic,4X4,white,black,5,4,hybrid,95770.0,10.3,9.7,2.0,4.0,V-Engine,1
1982,Chevrolet,Corvette,18997.0,Coupe,Automatic,4X4,black,black,5,4,gasoline,13366.2,10.8,8.7,2.4,8.0,Inline,4
2022,Honda,Civic,17363.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,34799.0,7.7,6.0,2.0,4.0,Inline,1
2019,Tesla,Model,43871.0,SUV,Automatic,4X4,black,brown,5,4,electric,107888.0,0.0,8.7,0.0,0.0,Electric,1
2021,Nissan,Kicks,12742.0,SUV,CVT,FWD,gray,gray,5,4,gasoline,27800.0,7.7,6.6,1.6,4.0,V-Engine,1
2019,Honda,Civic,103084.0,Sedan,CVT,FWD,black,black,5,4,gasoline,24645.0,7.9,6.1,2.4,4.0,Inline,2
2018,Lamborghini,Aventador,22261.0,Coupe,Automatic,4X4,orange,black,2,2,gasoline,569999.0,10.8,8.7,2.4,12.0,V-Engine,1
2021,Hyundai,Kona,28441.0,SUV,Automatic,FWD,gray,black,5,4,electric,43490.0,0.0,8.7,0.0,0.0,Electric,2
2023,Jeep,Wrangler,14.0,SUV,Automatic,4X4,green,black,5,4,gasoline,62375.0,11.5,9.9,2.0,4.0,Inline,1
2016,Porsche,718,52000.0,Coupe,Manual,RWD,black,black,5,2,gasoline,134500.0,10.8,8.7,2.4,4.0,Inline,2
2022,Dodge,Durango,4500.0,SUV,Automatic,4X4,black,black,5,4,gasoline,54699.0,12.7,9.6,3.6,6.0,V-Engine,1
2021,Honda,CR-V,38145.0,SUV,CVT,4X4,white,black,5,4,gasoline,37700.0,8.7,7.4,2.4,4.0,Inline,1
2020,Tesla,Model,32107.0,Sedan,Automatic,RWD,gray,white,5,4,electric,49388.0,0.0,8.7,0.0,0.0,Electric,2
2023,Ford,F-150,10.0,Truck,Automatic,4X4,black,black,5,4,gasoline,74455.0,13.5,10.2,2.4,6.0,V-Engine,1
2018,Porsche,911,20111.0,Coupe,Automatic,4X4,white,black,5,4,gasoline,249900.0,15.8,11.6,2.4,6.0,Inline,1
2019,MINI,Cooper,24688.0,Hatchback,Automatic,FWD,gray,black,4,2,gasoline,27988.0,10.2,7.4,2.0,4.0,Inline,1
2018,Tesla,Model,71000.0,Sedan,Automatic,RWD,white,black,5,4,electric,53850.0,0.0,8.7,0.0,0.0,Electric,1
2019,Audi,S5,18900.0,Sedan,Automatic,4X4,gray,red,5,4,gasoline,59999.0,11.3,8.0,2.4,6.0,V-Engine,1
2016,Chevrolet,Corvette,4680.0,Convertible,Automatic,RWD,red,black,5,2,gasoline,76800.0,14.149999999999999,8.149999999999999,2.4,8.0,Inline,1
2023,Ford,F-150,1.0,Truck,Automatic,4X4,white,black,5,4,gasoline,66665.0,13.5,10.2,3.5,4.0,Other,1
2023,Volkswagen,Jetta,160.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,38990.0,7.7,5.7,2.4,4.0,Inline,1
2019,Ford,Explorer,86781.0,SUV,Automatic,4X4,white,black,5,2,gasoline,34490.0,13.1,9.2,2.3,4.0,Inline,2
2014,GMC,Sierra,160000.0,Truck,Automatic,4X4,black,gray,5,4,gasoline,18450.0,13.3,9.0,5.3,4.0,Other,2
2023,Ford,Ranger,15.0,Truck,Automatic,4X4,black,black,5,4,gasoline,53899.0,12.350000000000001,11.0,2.3,4.0,Other,1
2023,Honda,HR-V,8665.0,SUV,Automatic,FWD,white,black,5,4,gasoline,10935.0,9.1,7.4,2.4,4.0,Inline,1
1996,Porsche,911,34078.0,Coupe,Manual,4X4,silver,black,5,4,gasoline,320629.8,10.8,8.7,2.4,6.0,Inline,3
2017,Kia,Sorento,145000.0,SUV,Automatic,4X4,black,black,7,4,gasoline,17699.2,13.2,9.3,2.4,6.0,Inline,2
2021,Subaru,Crosstrek,63418.0,SUV,CVT,4X4,gray,black,5,4,gasoline,37890.0,8.8,7.0,2.5,4.0,Inline,1
2023,Nissan,Rogue,90.0,SUV,CVT,4X4,other,gray,5,4,gasoline,35940.0,9.2,7.2,2.4,4.0,Inline,1
2022,Honda,Civic,3914.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,35899.0,7.7,6.0,2.0,4.0,Inline,1
2019,Nissan,Murano,95692.0,SUV,CVT,4X4,white,gray,5,4,gasoline,28498.0,11.7,8.5,2.4,6.0,V-Engine,1
2019,Mercedes-Benz,E-Class,47077.0,Convertible,Automatic,4X4,blue,brown,4,4,gasoline,63910.0,12.7,10.1,2.4,4.0,Other,1
2021,MINI,John,2072.0,Hatchback,Automatic,FWD,gray,black,2,2,gasoline,67990.0,9.9,7.8,2.4,4.0,Inline,1
2023,Infiniti,QX80,90.0,SUV,Automatic,4X4,gray,gray,5,4,gasoline,100932.0,17.5,12.2,2.4,8.0,Inline,1
2023,Jeep,Wrangler,13.0,SUV,Automatic,4X4,white,black,5,4,hybrid,64715.0,11.6,11.9,0.0,0.0,Electric,1
2023,Dodge,Durango,90.0,SUV,Automatic,4X4,white,black,6,4,gasoline,69500.0,13.0,9.4,3.6,6.0,V-Engine,1
2023,GMC,Sierra,10.0,Truck,Automatic,4X4,blue,black,5,4,gasoline,91303.0,14.8,11.8,5.3,8.0,V-Engine,1
2023,Volvo,XC60,90.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,71799.0,10.8,8.7,2.4,4.0,Inline,1
2019,Hyundai,Tucson,63289.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,27399.0,10.8,8.7,2.0,4.0,Inline,1
2022,Lamborghini,Urus,790.0,SUV,Automatic,4X4,black,black,5,4,gasoline,429998.0,10.8,8.7,2.4,8.0,Inline,1
2022,BMW,X6,25228.0,SUV,Automatic,4X4,gray,black,5,2,gasoline,88980.0,10.8,8.7,3.0,6.0,Inline,1
2020,Nissan,Rogue,46911.0,SUV,Automatic,4X4,white,beige,5,4,gasoline,35990.0,9.6,7.5,2.5,4.0,Other,1
2010,Honda,Civic,129494.0,Sedan,Automatic,FWD,black,gray,5,4,gasoline,5374.25,10.8,8.7,1.8,4.0,Other,2
2008,Ford,F-150,231000.0,Truck,Automatic,4X4,white,gray,5,4,gasoline,5647.0,16.45,11.7,5.4,4.0,Other,3
2013,Ford,Escape,189000.0,SUV,Automatic,FWD,black,black,5,4,gasoline,5577.6900000000005,10.8,8.7,2.4,4.0,Inline,2
2021,Jeep,Wrangler,18706.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,54665.0,13.8,10.1,3.6,6.0,V-Engine,1
2018,Dodge,Grand,128999.0,Van,Automatic,FWD,blue,black,5,4,gasoline,15065.0,13.7,9.4,3.6,6.0,V-Engine,3
2015,Mazda,Mazda3,115326.0,Sedan,Manual,FWD,black,black,5,4,gasoline,10971.0,7.95,5.75,2.4,4.0,Inline,1
2018,Chevrolet,Cruze,107430.0,Hatchback,Automatic,FWD,white,black,5,4,gasoline,17890.0,8.4,6.4,2.4,4.0,Inline,2
2018,BMW,X2,34693.0,Wagon,Automatic,4X4,blue,black,5,4,gasoline,34500.0,11.0,7.7,2.4,4.0,Inline,1
2008,Maserati,GranTurismo,118000.0,Coupe,Automatic,RWD,black,black,5,2,gasoline,26500.0,10.8,8.7,2.4,4.0,Inline,2
2019,Hyundai,Tucson,35388.0,SUV,Automatic,FWD,gray,gray,5,4,gasoline,26895.0,10.0,7.9,2.4,4.0,Inline,1
2006,BMW,M5,57252.0,Sedan,Automatic,RWD,silver,white,5,2,gasoline,59300.0,18.1,11.0,2.4,10.0,Inline,2
2019,Porsche,Cayenne,76900.0,SUV,Automatic,4X4,white,red,5,4,gasoline,73999.0,12.5,10.0,2.4,6.0,V-Engine,1
2015,Fiat,500,107437.0,Hatchback,Automatic,4X4,white,black,5,4,gasoline,10387.0,7.6,5.9,2.4,4.0,Inline,2
2023,Ford,Bronco,69.0,SUV,Automatic,4X4,black,black,5,4,gasoline,43839.0,9.3,8.4,2.4,3.0,Inline,1
1980,Chevrolet,Camaro,63000.0,Coupe,Automatic,RWD,yellow,black,5,2,gasoline,9225.0,10.8,8.7,2.4,4.0,Inline,4
2018,Mazda,CX-9,85000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,33000.0,11.5,8.9,2.4,4.0,Other,1
2015,BMW,X5,121000.0,SUV,Automatic,4X4,gray,brown,7,4,gasoline,29950.0,13.0,8.9,3.0,4.0,Inline,2
2017,Honda,Civic,222200.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,500.0,10.8,8.7,2.4,4.0,Inline,4
2013,Cadillac,Escalade,127310.0,Truck,Automatic,4X4,black,brown,5,4,gasoline,35999.0,18.1,13.1,2.4,8.0,Inline,2
2015,BMW,X5,134725.0,SUV,Automatic,4X4,gray,brown,5,4,gasoline,18214.5,13.0,8.9,2.4,6.0,Inline,2
2021,Mercedes-Benz,S580,21780.0,SUV,Automatic,4X4,black,black,5,4,gasoline,147880.0,10.8,8.7,2.4,4.0,Other,1
2020,Acura,RDX,50702.0,SUV,Automatic,4X4,white,black,5,4,gasoline,44599.0,11.0,8.6,2.4,4.0,Inline,1
2016,Honda,Fit,98663.0,Hatchback,CVT,FWD,white,black,5,4,gasoline,20999.0,7.0,5.7,1.5,4.0,Inline,2
2023,Kia,Seltos,125.0,SUV,CVT,FWD,gray,black,4,4,gasoline,25395.0,10.8,8.7,2.4,4.0,Inline,1
2023,BMW,X3,90.0,SUV,Automatic,4X4,white,black,5,2,gasoline,64926.0,11.0,8.4,2.0,4.0,Inline,1
2021,Mercedes-Benz,E450,19942.0,Wagon,Automatic,4X4,black,black,5,4,gasoline,82955.0,10.8,8.7,2.4,6.0,Inline,1
2016,Audi,Q3,124105.0,SUV,Automatic,4X4,white,black,5,4,gasoline,16994.6,11.9,8.4,2.0,4.0,Inline,1
2015,BMW,4,108000.0,Coupe,Manual,4X4,gray,red,4,2,gasoline,30995.0,10.8,8.7,2.4,6.0,Inline,2
2016,Chevrolet,Cruze,14928.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,18780.0,10.8,8.7,1.4,4.0,Other,1
2023,Chevrolet,Silverado,25.0,Truck,Automatic,4X4,white,black,5,4,gasoline,64072.0,15.2,12.2,5.3,8.0,Inline,1
2020,Nissan,Rogue,80169.0,SUV,Automatic,4X4,white,black,5,4,gasoline,26888.0,9.6,7.5,2.5,4.0,Other,2
2014,Kia,Sorento,194718.0,SUV,Automatic,4X4,brown,black,5,4,gasoline,7711.811500000001,10.9,7.8,2.4,4.0,Inline,3
2021,Mazda,Mazda3,66493.0,Sedan,Automatic,4X4,white,black,4,4,gasoline,29885.0,10.8,8.7,2.5,4.0,Other,1
2023,Honda,Ridgeline,19.0,Truck,Automatic,4X4,white,black,5,4,gasoline,56985.0,12.8,9.9,2.4,6.0,V-Engine,1
2020,Mercedes-Benz,CLA250,74083.0,Coupe,Automatic,4X4,black,black,5,4,gasoline,43655.0,10.1,7.2,2.4,4.0,Other,1
2011,MINI,Cooper,167539.0,Hatchback,Automatic,FWD,other,black,4,2,gasoline,6329.1,7.7,5.6,1.6,4.0,Other,2
2023,Hyundai,Venue,99.0,SUV,CVT,4X4,white,black,5,4,gasoline,26974.0,7.9,6.9,1.6,4.0,V-Engine,1
2016,GMC,Yukon,127750.0,SUV,Automatic,4X4,black,black,5,4,gasoline,42480.0,10.8,8.7,2.4,8.0,Inline,1
2011,Ford,Escape,65017.0,SUV,Automatic,FWD,blue,gray,5,4,gasoline,12495.0,10.8,8.7,3.0,4.0,Other,1
2015,Nissan,Frontier,142600.0,Truck,Automatic,4X4,white,black,5,4,gasoline,27485.0,15.7,11.3,4.0,4.0,Other,2
2012,Honda,Civic,206415.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,6139.235000000001,10.8,8.7,2.4,4.0,Inline,3
2023,Jeep,Grand,0.0,SUV,Automatic,4X4,red,black,5,4,gasoline,86310.0,12.3,9.2,2.4,6.0,V-Engine,1
2018,Chevrolet,Cruze,91952.0,Hatchback,Automatic,FWD,blue,black,5,4,gasoline,18498.0,8.1,6.2,2.4,4.0,Inline,2
2010,Dodge,Grand,209829.0,Van,Automatic,FWD,silver,gray,5,4,gasoline,3447.2,12.6,8.4,3.3,4.0,Other,3
2015,Acura,RDX,160000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,11839.25,12.1,8.7,2.4,6.0,V-Engine,3
2019,BMW,X3,51500.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,38888.0,10.8,8.0,2.0,4.0,Other,1
2017,Mercedes-Benz,GLC300,118000.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,25055.0,10.8,8.7,2.4,4.0,Inline,1
2023,Hyundai,Kona,100.0,SUV,Automatic,FWD,other,black,5,2,gasoline,42774.0,11.8,8.7,2.0,4.0,Inline,1
2021,Hyundai,Elantra,28127.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,30490.0,8.4,6.6,1.6,4.0,Other,1
2018,BMW,X5,79349.0,SUV,Automatic,4X4,red,black,5,4,gasoline,39300.0,13.0,9.8,2.4,6.0,Inline,1
2021,Volkswagen,Tiguan,26817.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,32965.0,11.0,8.6,2.4,4.0,Inline,1
2015,Volkswagen,Beetle,27922.0,Convertible,Automatic,4X4,red,black,5,2,gasoline,26985.0,9.8,7.3,2.4,4.0,Inline,1
2017,Cadillac,XT5,141583.0,SUV,Automatic,4X4,white,brown,5,4,gasoline,27388.0,12.9,8.9,3.6,4.0,Other,2
2020,Volvo,XC60,69455.0,SUV,Automatic,4X4,gray,black,5,2,gasoline,51380.0,10.8,8.7,2.4,4.0,Inline,2
2012,Volkswagen,Touareg,171000.0,SUV,Manual,4X4,white,black,5,4,diesel,19000.0,10.8,8.7,2.4,4.0,Inline,2
2012,Audi,Q5,185159.0,SUV,Automatic,4X4,black,brown,5,4,gasoline,7455.0,10.6,7.7,2.0,4.0,Other,2
2016,Honda,Civic,149516.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,15599.1,10.8,8.7,2.4,4.0,Inline,2
2018,BMW,3,80211.0,Sedan,Automatic,4X4,silver,black,5,4,gasoline,30490.0,10.2,7.2,2.4,4.0,Inline,1
2018,Porsche,Macan,25995.0,SUV,Automatic,4X4,white,red,5,4,gasoline,62800.0,13.7,10.3,2.4,6.0,V-Engine,1
2010,Ford,Escape,345000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,500.0,10.8,8.7,2.4,4.0,Inline,4
2017,BMW,i8,83297.0,Coupe,Automatic,4X4,gray,black,4,2,hybrid,87410.0,8.4,8.1,2.4,3.0,Inline,2
2019,Volvo,XC60,18341.0,SUV,Automatic,4X4,white,black,5,4,gasoline,47999.0,10.8,8.7,2.4,4.0,Inline,1
2020,Volvo,XC40,47120.0,SUV,Automatic,4X4,white,black,5,4,gasoline,40888.0,10.7,7.7,2.4,4.0,Inline,2
2018,Porsche,Cayenne,78117.0,SUV,High-Performance,4X4,black,brown,5,4,gasoline,59300.0,13.9,9.6,2.4,6.0,Inline,1
2018,McLaren,570S,31610.0,Convertible,Automatic,RWD,white,black,2,2,gasoline,239900.0,10.8,8.7,2.4,8.0,V-Engine,1
2016,Volkswagen,Tiguan,181294.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,4649.63125,11.7,9.4,2.4,4.0,Inline,3
2022,Tesla,Model,12000.0,Sedan,Automatic,4X4,red,black,5,4,electric,170000.0,0.0,8.7,2.4,0.0,Electric,1
2014,Hyundai,Santa,139254.0,SUV,Automatic,4X4,silver,gray,5,4,gasoline,15590.0,11.0,7.9,2.4,4.0,Inline,2
2017,Mercedes-Benz,G-Class,58575.0,SUV,Automatic,4X4,black,red,5,4,gasoline,149800.0,20.0,16.6,2.4,8.0,Inline,1
2019,Honda,Accord,23517.0,Sedan,CVT,FWD,silver,black,5,4,gasoline,35149.0,7.9,6.3,2.4,4.0,Inline,1
2019,Porsche,Cayenne,25391.0,SUV,High-Performance,4X4,white,black,5,4,gasoline,72800.0,12.5,10.0,2.4,6.0,Inline,1
2008,Rolls-Royce,Phantom,42893.0,Convertible,Automatic,RWD,black,beige,4,2,gasoline,239910.0,10.8,8.7,2.4,12.0,Inline,1
2022,BMW,2,90.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,55899.0,10.4,7.8,2.4,4.0,Inline,1
2005,Nissan,Altima,163000.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,4482.5,10.8,8.7,2.4,4.0,Inline,3
2023,Ford,F-150,25.0,Truck,Automatic,4X4,white,black,5,4,gasoline,86322.0,13.5,10.2,3.5,6.0,V-Engine,1
2022,Mercedes-Benz,E350,10071.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,77729.0,11.2,8.2,2.4,4.0,Other,1
2011,Ferrari,California,23001.0,Convertible,Automatic,RWD,gray,black,5,2,gasoline,158800.0,18.1,12.4,2.4,8.0,Inline,1
2023,Jeep,Grand,250.0,SUV,Automatic,4X4,white,black,5,4,gasoline,74157.0,13.0,9.4,3.6,6.0,V-Engine,1
2023,Nissan,Murano,50.0,SUV,CVT,4X4,gray,black,5,4,gasoline,48739.0,12.0,8.5,2.4,6.0,V-Engine,1
2019,BMW,X5,70000.0,SUV,Automatic,4X4,yellow,brown,5,4,gasoline,59895.0,11.7,9.1,2.4,6.0,Inline,1
2016,Audi,A3,57890.0,Convertible,Automatic,4X4,red,black,5,2,gasoline,32800.0,10.1,7.5,2.4,4.0,Inline,1
2019,Mazda,CX-5,159000.0,SUV,Automatic,4X4,black,gray,5,4,gasoline,6409.705,9.8,7.9,2.5,4.0,Other,3
2016,Hyundai,Sonata,175000.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,9192.35,9.7,6.75,2.4,4.0,Other,3
2022,Acura,ILX,10122.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,35995.0,9.9,7.0,2.4,4.0,Inline,1
2019,Hyundai,Santa,71325.0,SUV,Automatic,4X4,red,black,5,4,gasoline,29955.0,11.2,8.7,2.4,4.0,Inline,1
2023,GMC,Sierra,3.0,Truck,Automatic,4X4,black,black,5,2,gasoline,69848.0,13.1,11.6,2.7,4.0,Inline,1
2023,Ford,F-150,250.0,Truck,Automatic,4X4,blue,black,5,4,gasoline,83679.0,14.8,10.9,5.0,8.0,V-Engine,1
2019,Mercedes-Benz,GLC,89729.0,SUV,Automatic,4X4,blue,beige,5,4,gasoline,35495.0,11.0,8.7,2.4,4.0,Other,2
2020,Mercedes-Benz,G-Class,30000.0,SUV,Automatic,4X4,black,red,5,4,gasoline,249999.0,18.1,15.6,2.4,8.0,Inline,1
2015,Bentley,Flying,32847.0,Sedan,Automatic,4X4,metallic,beige,5,4,gasoline,119800.0,10.8,8.7,2.4,8.0,Inline,1
